title,description,description_bottom,category
"Acer CB272 Dbmiprcx 27"" Full HD (1920 x 1080) IPS Frameless, AMD FreeSync, 1ms VRB, ErgoStand Monitor with Full HD Adjustable Webcam (Display Port, HDMI & VGA Ports)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 27.0"" Full HD (1920 x 1080) Widescreen IPS Monitor AMD FreeSync Technology | Zero-Frame Design | Adjustable Full HD Webcam with Microphone Refresh Rate: 75Hz | Response Time: 1ms VRB | Brightness: 250 nits | Pixel Pitch: 0.311mm 16:9 Aspect Ratio | 16.7 million colors supported | Tilt: -5 degrees to 25 degrees | Height Adjustment Range: 4.7"" | Swivel: 360° | Pivot Ports: 1 x Display Port, 1 x HDMI, 1 x VGA, 1 x USB 2.0 (Used for Webcam), 1 x Audio-in & 1 x Audio-out (HDMI and USB Cable Included)",,monitors
Acer UM.WV6AA.A03 22-Inch Screen LCD Monitor,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Display Type: Widescreen LCD? w/ LED Backlight Display Area: 22"" (21.5"" Viewable) Max/Native Resolution: 1920 x 1080 Interface: 1x VGA Port, 1x Disport, 1x DisplayPort Speakers: Integrated 2x 1W Speakers","The V226HQL Abmdp 22"" Widescreen LED Backlit LCD Monitor from Acer features a variety of display inputs, simplifying the process of setting up and configuring this monitor. Once configured, you can take advantage of the enhanced 1920 x 1080 resolution that provides a clear, sharp picture. Along with enhanced resolution, the 8ms response time ensures reduced lag and blur when viewing movies and videos, while the 100,000,000:1 dynamic contrast ratio provides darker darks and brighter light colors. This display also supports 178° horizontal and 178° vertical viewing angles allowing this monitor to be viewed from a variety of positions.",monitors
"ACER G246HYL 24"" LED IPS Monitor","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) ACER G246HYL bd 23.8-Inch LED IPS Monitor VGA/DVI Integrated Speakers: No Package Contents: 1x G246HYL bd Widescreen LCD Monitor, 1x Power Cord, 1x VGA Cable","Acer G246HYL monitor sports a super-slim profile with an X-shaped stand that lets it fit nicely in spaces of any size. Outstanding performance, eco-friendliness and smart use of energy complement the sleek design - all while staying well within budget. This Acer monitor showcases a 24"" Widescreen LCD with impressive 1920 x 1080 resolution that delivers excellent detail, making it perfect for widescreen HD gaming, multimedia and productivity applications.",monitors
"Acer Nitro XV272 Sbmiiprx 27"" Full HD (1920 x 1080) IPS Gaming Monitor | AMD FreeSync Technology | Up to 165Hz | Up to 0.5ms | DisplayHDR400 | 99% sRGB | 2 x HDMI 2.0 Ports & 1 x Display Port","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 27.0"" Full HD (1920 x 1080) Widescreen IPS Gaming Monitor AMD FreeSync Premium Technology | Color Gamut: 99% sRGB | High Brightness and Contrast with VESA Certified DisplayHDR 400 Zero-Frame Design | 2 Speakers, 2 Watts per Speaker Refresh Rate: Up to 165Hz | Response Time: Up to 0.5ms | Brightness: 400 nits (Peak)| Pixel Pitch: 0.233mm Ports: 1 x Display Port 1.2 and 2 x HDMI 2.0 (Display Port Cable and HDMI Cable Included)","In competitive gaming, every frame matters. Introducing Acer's XV272 gaming monitor - the Full HD (1920 x 1080) resolution monitor that can keep up with your game play. Through AMD Radeon technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. Plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and ComfyView display. The design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (UM.HX2AA.S02)",monitors
LCD LED LVDS Screen Display Cable for Acer Aspire E5-573 E5-573G E5-573T E5-573TG DD0ZRTLC161、 DDOZRTL0141,"This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Please check both the model and picture before purchase Special skill and techniques required for proper installation 100% Brand new and high quality To provide you with the best service, if you have any questions, please feel free to contact! Used for Acer screen video display cable replacement-522 E5-532 E5-573 E5-573G 30pin","Used for Acer display line replacement. 100% brand new screen line Applicable to E5-573 E5-573G E5-573T E5-573TG DD0ZRTLC161, DDOZRTL0141.",monitors
"AtoLas 15.6 Inch 4K Portable Touch Screen Monitor,HDR,PD Charge,3840×2160 IPS Gaming Display with USB C/HDMI for PS4 Xbox Switch Laptop Phone, Leather Cover Include","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) ❤UHD 4K HDR Display:4K High-Definition is Quadruple Pixels Of Full HD,Achieves Vivid Expression. The Image Details Can Be Display More Real And Clear. Achieve A Stable And Smooth Game Environment Without Image Delay Or Stuttering. HDR Deliver Better Visual Effects. ❤Flexible Touch Experience；Connect Usb C Cable Correctly To Complete Touch,Support 10-Point Touch In Win 8.1/10 ,IOS Support Single Point Touch.Easy To Operation And Fast Response. Build A Touch Environment Anytime On The Go. ❤Easy To Connect;If Your Devices With Full Featured Type C Function,One USB C Cable Can Complete Touch,Video and Power Supply.If The Screen Appears Black Or Flashes,Insufficient Power Supply,You Need Connect Power Adapter. ❤Rich-Interface With Smart Cover: USB C and HDMI Video Input,3.5mm Headphone Jack.Builidng In Dual Stereo Speakers. PU Leather Cover To Protect The Monitor, And Can Use As Stand With Different View Angle For Your Option. ❤Wide Application: The 4k Portable Touch Monitor Can Work With Laptop,Computer,Mini PC, Raspberry Pi. 4K Gaming Monitor Perfect for PS4,Xbox Switch. As Main Screen Monitor for Huawei ,Samsung and More.","Description： The 15.6 Inch 4K Touch Screen Monitor,with Aluminum Alloy Bezel ,And 3840×2160 High Resolution, 16:9 (4:3) Aspect Ratio, 350cd/M2 Brightness, 1000:1 Contrast Ratio. 170 Degree Viewing Angle, Can View More Vivid And Clear Image. Multi-function Connection Laptop：Wide Used For MacBook&MacBook Pro&HP Notebook Computer&Acer PC Laptop,And IOS&Linux&Android&Windows 7/8/10 Plug And Play,Making Your Work More Efficiently. Game Monitor;PS3,PS4,Xbox One,Xbox 360,Switch. Smartphone;Huawei Mate 10, Mate 10Pro, Mate 20, Mate 20Pro, Mate 20X, P20, P20Pro, HonorNote 10 Samsung: S8, S8+, S9, S9+, Note 8, Note9. Specification： Panel Type：a-Si TFT-LCD Resolution：3840(RGB)×2160 [UHD] Panel Size：15.6 Inch Active Area：344.16×193.59 mm Brightness：350cd/m2 ( Typ.) Contrast Ratio：1000:1( Typ.) Display Angle：170 Degrees Signal Interface：eDP(2 Lanes),30 Pins W:H：16:9 What'S In The Box： 1×Portable Monitor 1×Mini HDMI Cable 1×USB-A To USB-C Cable 1×USB-C To USB-C Cable 1 * Leather Protection Cover 4×Vesa Screws 1×User Guide",monitors
"Acer Gaming Monitor 24.5” XF250Q Abmiidprzx 1920 x 1080 240Hz Refresh Rate AMD FREESYNC Technology (Display Port, 2 x HDMI & DVI Ports)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 24.5"" Full HD (1920 x 1080) Widescreen TN Display with AMD FreeSync Technology 240Hz Refresh Rate- Using Display Port or HDMI 2.0 Port. Stand : Tiltable (-5° to 35°) Swivel Response Time: 1ms, Speakers: Two with 2 watts per speaker Signal Inputs: 1 x Display Port 1.2, 1 x HDMI 2.0, 1 x HDMI 1.4 & 1 x DVI (w/HDCP) Display Port & USB Cable included Mounting type: VESA Compatible","Style: 240Hz, Adjustable Stand | 

Size: 24.5-Inch In competitive gaming, every frame matters. Introducing Acer's XF250Q gaming monitor - the Full HD resolution monitor that can keep up with your game play. Through AMD FreeSync technology, the game's frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. Plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and ComfyView display. The design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (UM.KX0AA.A01).",monitors
"Acer K242HQL bid 23.6"" Full HD 1920x1080 60Hz 5ms VGA DVI HDMI Backlit LED Widescreen LCD Monitor Model UM.UX2AA.001","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 5ms Response time VGA, HDMI, DVI (With Hgh-bandwidth Digital Content Protection HDCP) Inputs 1000:1 Contrast Ratio 16.7 Million color Support","Acer K242HQL bid 23.6"" Full HD 1920x1080 60Hz 5ms VGA DVI HDMI Backlit LED Widescreen LCD Monitor Model UM.UX2AA.001 Contrast Ratio: 1,000:1 Aspect Ratio: 16:9",monitors
"Acer Nitro Gaming Series VG270 27"" FHD LED Monitor, 1920x1080 Resolution, IPS Widescreen, 16:9, 75 Hz, 1ms Response Time, AMD FreeSync, 16.7M Color Support, Black, 128GB Snow Bell USB Card","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 27"" IPS monitor with 1920 x 1080 Full HD resolution that deliver a solid gaming or video experience without undue strain on your graphics card. 16:9 aspect ratio presents stunning, high quality images with excellent detail. In-Plane Switching Technology. AMD Radeon FreeSync ends choppy gameplay and broken frames with fluid, artifact-free performance at virtually any framerate. 16.7 Million Color Support. 1ms response time, Fast response time of 1ms enhanced gamers’ in-game experience. 75 Hz refresh rate, Delivers powerful performance so that you can get the most out of your games and videos. VGA Input(One), HDMI Inputs (Two), Let you connect both digital and analog devices. VESA Mount Compatible. Black, with 128GB Snow Bell USB Card","Acer Nitro Gaming Series VG270 27"" Black IPS Freesync 75Hz LED Monitor： Radeon FreeSync ends choppy gameplay and broken frames with fluid, artifact-free performance at virtually any framerate. Full HD 1920 x 1080 resolution： High resolutions that deliver a solid gaming or video experience without undue strain on your graphics card. 27"" anti-glare LED monitor： Efficient screen type uses LEDs to provide precise backlighting to pixels. (2) HDMI 1.4, (1) VGA port ： Let you connect both digital and analog devices. 1ms response time: Fast response time of 1ms enhanced gamers’ in-game experience. 75 Hz refresh rate： Delivers powerful performance so that you can get the most out of your games and videos.",monitors
"Acer B246WL 24"" LED LCD Monitor - 16:10-5 ms","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Experience supreme quality HD content with Widescreen Ultra Extended Graphic Array",,monitors
"Acer QG241Y 23.8"" Full HD LED LCD Monitor - 16:9 - Black - Vertical Alignment (VA) - 1920 x 1080-16.7 Million Colors - FreeSync - 250 Nit - 1 ms VRB - 75 Hz Refresh Rate - HDMI - VGA","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Number of Screens: 1",Nitro QG1 Gaming Monitor(QG241Y BII)24,monitors
"ConceptD CP3 CP3271K Pbmiippruzx 27"" UHD 4K (3840 x 2160) IPS G-SYNC Compatible Monitor, Pantone Validated, VESA Certified DisplayHDR400, DCI-P3, Delta E<1 (2 x DP, 2 x HDMI & 4 x USB 3.0 Ports)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 27"" Uhd 4K (3840 x 2160) widescreen IPS NVIDIA G-SYNC compatible creator monitor Pantone validated | high Brightness and contrast with VESA Certified Displayhdr400 No Color difference with Delta e<1 | up to 400Nit Brightness | DCI-P3 90% wide Color gamut Refresh Rate: 120Hz (overclocking to 144Hz) - Using 2 Display Ports | response time: 1ms (VRB) Ports: 2 x Display Port V1. 4, 2 x HDMI V2. 0 & 4- USB 3. 0 Ports (includes 2 x Display Port cables & USB cable)",Display finely detailed design concepts and complex 3D content with the ConceptD CP3 series 27-inch monitor with 4K UHD resolution. This PANTONE Validated 4K UHD display provides professional color accuracy with Delta E <1 and 90% DCI-P3. Enjoy pristine HDR images with VESA DisplayHDR 400 Certification and eliminate visual artifacts with this NVIDIA G-SYNC Compatible display. (UM. HC1AA. P01),monitors
